,date,actions,transactions
2138,2018-06-20,[-1.],[0.]
2139,2018-06-21,[-1.],[0.]
2140,2018-06-22,[-1.],[0.]
2141,2018-06-25,[-1.],[0.]
2142,2018-06-26,[-1.],[0.]
2143,2018-06-27,[-1.],[0.]
2144,2018-06-28,[-1.],[0.]
2145,2018-06-29,[-1.],[0.]
2146,2018-07-02,[-1.],[0.]
2147,2018-07-03,[-1.],[0.]
2148,2018-07-04,[-1.],[0.]
2149,2018-07-05,[-1.],[0.]
2150,2018-07-06,[-1.],[0.]
2151,2018-07-09,[-1.],[0.]
2152,2018-07-10,[-1.],[0.]
2153,2018-07-11,[-1.],[0.]
2154,2018-07-12,[-1.],[0.]
2155,2018-07-13,[-1.],[0.]
2156,2018-07-16,[-1.],[0.]
2157,2018-07-17,[-1.],[0.]
2158,2018-07-18,[-1.],[0.]
2159,2018-07-19,[-1.],[0.]
2160,2018-07-20,[-1.],[0.]
2161,2018-07-23,[-1.],[0.]
2162,2018-07-24,[-1.],[0.]
2163,2018-07-25,[-1.],[0.]
2164,2018-07-26,[-1.],[0.]
2165,2018-07-27,[-1.],[0.]
2166,2018-07-30,[-1.],[0.]
2167,2018-07-31,[-1.],[0.]
2168,2018-08-01,[-1.],[0.]
2169,2018-08-02,[-1.],[0.]
2170,2018-08-03,[-1.],[0.]
2171,2018-08-06,[-1.],[0.]
2172,2018-08-07,[-1.],[0.]
2173,2018-08-08,[-1.],[0.]
2174,2018-08-09,[-1.],[0.]
2175,2018-08-10,[-1.],[0.]
2176,2018-08-13,[-1.],[0.]
2177,2018-08-14,[-1.],[0.]
2178,2018-08-15,[-1.],[0.]
2179,2018-08-16,[-1.],[0.]
2180,2018-08-17,[-1.],[0.]
2181,2018-08-20,[-1.],[0.]
2182,2018-08-21,[-1.],[0.]
2183,2018-08-22,[-1.],[0.]
2184,2018-08-23,[-1.],[0.]
2185,2018-08-24,[-1.],[0.]
2186,2018-08-27,[-1.],[0.]
2187,2018-08-28,[-1.],[0.]
2188,2018-08-29,[-1.],[0.]
2189,2018-08-30,[-1.],[0.]
2190,2018-08-31,[-1.],[0.]
2191,2018-09-03,[-1.],[0.]
2192,2018-09-04,[-1.],[0.]
2193,2018-09-05,[-1.],[0.]
2194,2018-09-06,[-1.],[0.]
2195,2018-09-07,[-1.],[0.]
2196,2018-09-10,[-1.],[0.]
2197,2018-09-11,[-1.],[0.]
2198,2018-09-12,[-1.],[0.]
2199,2018-09-13,[-1.],[0.]
2200,2018-09-14,[-1.],[0.]
2201,2018-09-17,[-1.],[0.]
2202,2018-09-18,[-1.],[0.]
2203,2018-09-19,[-1.],[0.]
2204,2018-09-20,[-1.],[0.]
2205,2018-09-21,[-1.],[0.]
2206,2018-09-25,[-1.],[0.]
2207,2018-09-26,[-1.],[0.]
2208,2018-09-27,[-1.],[0.]
2209,2018-09-28,[-1.],[0.]
2210,2018-10-08,[-1.],[0.]
2211,2018-10-09,[-1.],[0.]
2212,2018-10-10,[-1.],[0.]
2213,2018-10-11,[-1.],[0.]
2214,2018-10-12,[-1.],[0.]
2215,2018-10-15,[-1.],[0.]
2216,2018-10-16,[-1.],[0.]
2217,2018-10-17,[-1.],[0.]
2218,2018-10-18,[-1.],[0.]
2219,2018-10-19,[-1.],[0.]
2220,2018-10-22,[-1.],[0.]
2221,2018-10-23,[-1.],[0.]
2222,2018-10-24,[-1.],[0.]
2223,2018-10-25,[-1.],[0.]
2224,2018-10-26,[-1.],[0.]
2225,2018-10-29,[-1.],[0.]
2226,2018-10-30,[-1.],[0.]
2227,2018-10-31,[-1.],[0.]
2228,2018-11-01,[-1.],[0.]
2229,2018-11-02,[-1.],[0.]
2230,2018-11-05,[-1.],[0.]
2231,2018-11-06,[-1.],[0.]
2232,2018-11-07,[-1.],[0.]
2233,2018-11-08,[-1.],[0.]
2234,2018-11-09,[-1.],[0.]
2235,2018-11-12,[-1.],[0.]
2236,2018-11-13,[-1.],[0.]
2237,2018-11-14,[-1.],[0.]
2238,2018-11-15,[-1.],[0.]
2239,2018-11-16,[-1.],[0.]
2240,2018-11-19,[-1.],[0.]
2241,2018-11-20,[-1.],[0.]
2242,2018-11-21,[-1.],[0.]
2243,2018-11-22,[-1.],[0.]
2244,2018-11-23,[-1.],[0.]
2245,2018-11-26,[-1.],[0.]
2246,2018-11-27,[-1.],[0.]
2247,2018-11-28,[-1.],[0.]
2248,2018-11-29,[-1.],[0.]
2249,2018-11-30,[-1.],[0.]
2250,2018-12-03,[-1.],[0.]
2251,2018-12-04,[-1.],[0.]
2252,2018-12-05,[-1.],[0.]
2253,2018-12-06,[-1.],[0.]
2254,2018-12-07,[-1.],[0.]
2255,2018-12-10,[-1.],[0.]
2256,2018-12-11,[-1.],[0.]
2257,2018-12-12,[-1.],[0.]
2258,2018-12-13,[-1.],[0.]
2259,2018-12-14,[-1.],[0.]
2260,2018-12-17,[-1.],[0.]
2261,2018-12-18,[-1.],[0.]
2262,2018-12-19,[-1.],[0.]
2263,2018-12-20,[-1.],[0.]
2264,2018-12-21,[-1.],[0.]
2265,2018-12-24,[-1.],[0.]
2266,2018-12-25,[-1.],[0.]
2267,2018-12-26,[-1.],[0.]
2268,2018-12-27,[-1.],[0.]
2269,2018-12-28,[-1.],[0.]
